Invoice No,PO No,Invoice Date,Supplier,Supplier Location,Department,Buyer,Item Code,Product Description,Unit,Quantity,Unit Price,Extended Amount,Discount Amount,Freight Amount,Tax Amount,Net Amount,Currency,Payment Terms
AP-202501-18322,PO-295813,01/16/2025,SHAMROCK FOODS CO,"FL, USA",Restaurant,J. Brown,RICE-LG,Long Grain Rice chef's line,BG,44,14.37,632.28,0.0,0.0,21.69,653.97,USD,Due on Receipt
INV-202510-22813,PO-651225,2025-10-23,Ben E Keith,"IL, USA",Bakery,R. Smith,SALM-ATL,Salmon Fillet Atlantic - fresh,lb,11.22,12.51,140.36,0.0,0.0,6.58,146.94,USD,Net 15
INV-202506-79684,PO-202257,06/08/2025,PFG Cust Dist,"AZ, USA",Housekeeping,J. Brown,LETT-ROM,Lettuce Romaine,Case,26,26.68,693.68,0.0,0.0,14.33,708.01,USD,Due on Receipt
AP-202512-85697,,12/08/2025,LOCAL FARM AND GARDEN LLC,"OH, USA",Bakery,A. Johnson,LETT-ROM,Lettuce Romaine chef's line,cs,24,28.74,689.76,0.0,0.0,42.78,732.54,USD,Net 15
BILL-202510-42097,PO-497363,10/30/2025,SYSCO NFL,"PA, USA",Banquet,R. Smith,COFF-HSE,Coffee Beans House Blend   ,LB,491.68,7.92,3894.11,9.13,0.0,53.51,3938.49,USD,Due on Receipt
AP-202507-73175,PO-683364,7/6/2025,BEN E. KEITH FOODS,"CO, USA",Banquet,A. Johnson,ONION-YEL,Onions Yellow,lb,143.98,0.77,110.86,4.81,0.0,6.54,112.59,USD,Net 15
BILL-202510-71210,PO-650027,10/01/2025,IMPERIAL DADE,"GA, USA",Housekeeping,A. Johnson,TOM-ROMA,Tomatoes Roma,CASE,-16.0,26.45,-423.2,0.0,0.0,30.53,-392.67,USD,Due on Receipt
INV-202503-42392,PO-206146,2025-03-21,Rest Depot,"CO, USA",Bar,A. Johnson,NAPKIN-DN,Napkins Dinner chef's line,CASE,28,27.78,777.84,0.0,0.0,31.23,809.07,USD,Net 30
BILL-202502-18628,PO-290583,02/11/2025,Performance FS,"CA, USA",Banquet,A. Johnson,COFF-HSE,COFFEE BEANS HOUSE BLEND CHEF'S LINE,LB,474.49,7.46,3539.7,0.0,0.0,155.37,3695.07,USD,Net 7
AP-202504-58491,PO-821806,04/30/2025,PERFORMANCE FOODSERVICE,"OH, USA",Restaurant,J. Brown,LETT-ROM,Lettuce Romaine,CASE,23,23.06,530.38,1.78,0.0,21.71,550.31,USD,Net 30
AP-202511-91180,PO-401273,2025-11-07,Baldor Specialty Foods ,"CA, USA",Bakery,R. Smith,OIL-OLV,Olive Oil Extra Virgin,GL,8.84,33.43,295.52,0.0,0.0,21.31,316.83,USD,Net 30
INV-202504-50270,PO-583872,04/06/2025,GORDON FOOD SERVICE,"WA, USA",Restaurant,A. Johnson,OIL-OLV,Olive Oil Extra Virgin,gal,50.89,32.87,1672.75,0.0,0.0,82.34,1755.09,USD,Due on Receipt
INV-202506-17027,PO-442636,06/13/2025,Imperial Dade ,"NY, USA",Restaurant,L. Davis,FLOUR-AP,Flour All Purpose - fresh,BG,19,24.92,473.48,0.0,5.39,0.4,479.27,USD,Net 30
BILL-202503-63391,PO-935065,2025-03-24,Imperial Dade ,"PA, USA",Bakery,P. Wilson,BEEF-8020,Ground Beef 80/20 chef's line,LB,246.35,5.24,1290.87,0.0,0.0,77.18,1368.05,USD,Due on Receipt
BILL-202509-64961,PO-523331,9/16/2025,Rest Depot,"IL, USA",Kitchen,A. Johnson,CREAM-HVY,Heavy Cream (pack size varied),QTR,66.41,3.13,207.86,0.0,0.0,4.42,212.28,USD,Net 7
INV-202506-27783,PO-481592,2025-06-07,FreshPoint,"CA, USA",Bakery,R. Smith,MOZZ-WM,Mozzarella Whole Milk  ,Lb,399.53,4.44,1773.91,0.0,0.0,102.12,1876.03,USD,Net 7
AP-202510-41565,PO-978175,2025-10-24,IMPERIAL DADE,"NY, USA",Kitchen,A. Johnson,COFF-HSE,Coffee Beans House Blend,LBS,55.01,8.95,492.34,0.0,0.0,29.9,522.24,USD,Net 30
AP-202505-22626,PO-962532,05/24/2025,Local Farm + Garden,"NC, USA",Restaurant,R. Smith,FLOUR-AP,Flour All Purpose / chilled,BAG,36,21.81,785.16,0.0,0.0,49.78,834.94,USD,Net 30
INV-202501-59336,PO-982559,1/20/2025,RESTAURANT DEPOT,"NY, USA",Restaurant,J. Brown,MILK-WHL,Milk Whole (pack size varied),GAL,10.62,3.13,33.24,0.0,0.0,1.54,34.78,USD,Due on Receipt
BILL-202503-75306,PO-390162,2025-03-23,Baldor,"WA, USA",Restaurant,M. Carter,CHK-BRST-01,Chicken Breast Boneless Skinless chef's line,Lb,289.01,3.87,1118.47,0.0,0.0,63.33,1181.8,USD,Due on Receipt
AP-202501-47525,PO-190478,2025-01-31,LOCAL FARM AND GARDEN LLC,"NC, USA",Cafe,A. Johnson,CREAM-HVY,HEAVY CREAM,QTR,35.3,4.69,165.56,0.0,0.0,7.28,172.84,USD,Net 30
AP-202506-14112,PO-297860,06/18/2025,PFG Customized,"CA, USA",Bar,R. Smith,NAPKIN-DN,Napkins Dinner,Case,40,23.74,949.6,0.0,0.0,23.45,973.05,USD,Due on Receipt
INV-202508-37448,PO-276201,08/04/2025,SHAMROCK FOODS CO,"CA, USA",Kitchen,R. Smith,COFF-HSE,Coffee Beans House Blend / chilled,lb,170.41,9.82,1673.43,0.0,2.05,85.58,1761.06,USD,Due on Receipt
AP-202504-24173,PO-452691,2025-04-03,RESTAURANT DEPOT,"WA, USA",Banquet,J. Brown,LETT-ROM,Lettuce Romaine chef's line,cs,43,23.94,1029.42,0.0,0.0,7.59,1037.01,USD,Net 7
AP-202507-85623,PO-106314,7/30/2025,US FOODS ATLANTA,"FL, USA",Banquet,J. Brown,BRRY-MIX,MIXED BERRIES FROZEN,Case,45,21.03,946.35,0.0,0.0,44.05,990.4,USD,Net 15
AP-202501-26519,PO-802617,2025-01-10,Performance FS,"TX, USA",Restaurant,P. Wilson,LETT-ROM,Lettuce Romaine,cs,14,17.65,247.1,0.0,0.0,17.87,264.97,USD,Net 15
AP-202510-33962,PO-540450,10/09/2025,PFG,"CO, USA",Cafe,P. Wilson,BROC-FRZ,Broccoli Florets Frozen,Case,37,18.73,693.01,0.0,0.0,15.9,708.91,USD,Net 30
INV-202508-87161,PO-548157,2025-08-24,SHAMROCK FOODS CO,"NY, USA",Cafe,P. Wilson,BRRY-MIX,Mixed Berries Frozen,CASE,2,24.68,49.36,0.0,0.28,0.96,50.6,USD,Net 30
BILL-202511-20857,PO-622836,2025-11-20,FreshPoint,"CO, USA",Cafe,A. Johnson,ONION-YEL,Onions Yellow,LB,368.31,1.07,394.09,0.0,0.0,7.03,401.12,USD,Net 30
INV-202510-85095,,10/12/2025,Sysco N. Florida,"AZ, USA",Restaurant,R. Smith,EGGS-LG,Eggs Large Grade A / chilled,DOZ,68,1.83,124.44,0.0,0.0,5.35,129.79,USD,Net 15
AP-202511-68601,PO-568598,11/2/2025,,"GA, USA",Bakery,P. Wilson,OJ-100,,GAL,8.94,0.0,78.05,0.0,0.0,0.0,78.05,USD,Net 30
BILL-202505-92879,PO-744450,05/29/2025,Sysco North Florida ,"GA, USA",Kitchen,A. Johnson,BACON-14,Bacon Sliced 14/18 ct (pack size varied),LB,122.69,6.27,769.27,0.0,0.0,43.22,812.49,USD,Due on Receipt
BILL-202512-43589,PO-711760,12/08/2025,PERFORMANCE FOODSERVICE,"CA, USA",Restaurant,M. Carter,OIL-OLV,Olive Oil Extra Virgin,GAL,45.95,24.05,1105.1,0.0,0.0,42.19,1147.29,USD,Net 30
INV-202507-10946,PO-104449,07/21/2025,Ben E Keith,"TX, USA",Housekeeping,M. Carter,RICE-LG,Long Grain Rice (pack size varied),Bag,39,24.65,961.35,0.0,8.49,76.45,1046.29,USD,Net 30
INV-202511-77966,PO-815006,2025-11-29,Local Farm & Garden,"GA, USA",Bar,L. Davis,BACON-14,BACON SLICED 14/18 CT (PACK SIZE VARIED),LBS,167.81,4.74,795.42,0.0,2.56,6.32,804.3,USD,Net 30
AP-202508-58134,,8/7/2025,GORDON FOOD SERVICE,"CA, USA",Kitchen,A. Johnson,TRASH-55,Trash Bags 55 Gallon - fresh,cs,41,34.89,1430.49,0.0,0.0,10.42,1440.91,USD,Net 15
AP-202512-44163,,12/4/2025,PFG Cust Dist,"PA, USA",Bar,A. Johnson,TOM-ROMA,Tomatoes Roma chef's line,CS,45,29.39,1322.55,0.0,0.0,15.88,1338.43,USD,Net 7
BILL-202501-70919,PO-310482,1/8/2025,LOCAL FARM AND GARDEN LLC,"TX, USA",Bar,A. Johnson,BRRY-MIX,Mixed Berries Frozen,CASE,5,31.78,158.9,0.0,0.0,6.49,165.39,USD,Net 30
BILL-202511-28992,PO-682873,2025-11-22,Shamrock Foods Co.,"NY, USA",Restaurant,L. Davis,EGGS-LG,Eggs Large Grade A,Dozen,80,2.77,221.6,0.0,0.0,14.23,235.83,USD,Net 15
BILL-202510-20887,PO-417188,2025-10-11,Baldor,"NC, USA",Restaurant,M. Carter,OIL-OLV,Olive Oil Extra Virgin  ,GL,43.91,24.75,1086.77,4.35,5.83,45.31,1133.56,USD,Net 30
BILL-202504-69649,PO-651656,04/25/2025,Imperial Dade ,"IL, USA",Cafe,L. Davis,FLOUR-AP,Flour All Purpose  ,BAG,36,19.83,713.88,0.0,0.0,23.88,737.76,USD,Net 15
AP-202506-68544,PO-105341,6/3/2025,Baldor,"OH, USA",Kitchen,M. Carter,RICE-LG,Long Grain Rice chef's line,BAG,2,21.24,42.48,0.0,8.73,3.71,54.92,USD,Net 30
AP-202506-20153,PO-516668,06/10/2025,Performance FS,"AZ, USA",Restaurant,R. Smith,GLOVE-M,NITRILE GLOVES MEDIUM,cs,37,41.6,1539.2,0.0,0.0,86.77,1625.97,USD,Due on Receipt
AP-202510-56569,PO-368864,2025-10-17,US FOODS ATL DIV,"AZ, USA",Restaurant,A. Johnson,TOM-ROMA,Tomatoes Roma,Case,24,20.63,495.12,0.0,0.0,10.49,505.61,USD,Net 30
INV-202507-32157,PO-235976,07/06/2025,PFG Customized,"PA, USA",Bakery,J. Brown,FRIES-3/8,French Fries 3/8 Straight Cut chef's line,cs,16,22.1,353.6,0.0,0.0,24.15,377.75,USD,Net 15
AP-202511-67665,PO-148424,2025-11-29,Ben E Keith,"FL, USA",Bakery,J. Brown,LETT-ROM,LETTUCE ROMAINE (PACK SIZE VARIED),cs,36,33.42,1203.12,0.0,0.0,57.17,1260.29,USD,Net 30
AP-202504-14491,PO-260777,04/13/2025,Shamrock Foods,"FL, USA",Restaurant,R. Smith,TRASH-55, Trash Bags 55 Gallon (pack size varied),cs,45,50.9,2290.5,0.0,0.0,38.71,2329.21,USD,Due on Receipt
AP-202502-95352,PO-600608,02/23/2025,Performance FS,"WA, USA",Restaurant,M. Carter,LETT-ROM,Lettuce Romaine,CS,37,30.13,1114.81,0.0,0.0,63.19,1178.0,USD,Net 15
AP-202506-76023,PO-867852,06/17/2025,Ben E. Keith Foods ,"TX, USA",Bar,M. Carter,BROC-FRZ,Broccoli Florets Frozen / chilled,CASE,30,17.93,537.9,0.0,0.0,19.91,557.81,USD,Net 30
BILL-202506-39906,,2025-06-21,,"WA, USA",Bakery,M. Carter,MILK-WHL,,gal,37.42,0.0,158.66,0.0,0.0,0.0,158.66,USD,Net 30
AP-202510-24231,PO-707913,10/02/2025,BALDOR SPECIALTY FOODS,"TX, USA",Bakery,P. Wilson,FRIES-3/8,French Fries 3/8 Straight Cut  ,CASE,26,19.0,494.0,5.16,9.37,9.56,507.77,USD,Net 30
AP-202501-78419,PO-355794,1/1/2025,Shamrock Foods Co.,"NY, USA",Kitchen,J. Brown,AVO-HASS,AVOCADOS HASS / CHILLED,CASE,15,28.47,427.05,0.0,0.0,12.67,439.72,USD,Net 7
INV-202511-19828,PO-199441,11/5/2025,PFG CUSTOMIZED DIST,"CO, USA",Banquet,R. Smith,KETCHUP,Ketchup,Case,45,20.31,913.95,0.0,0.0,64.76,978.71,USD,Net 7
AP-202512-33070,,12/23/2025,GORDON FOOD SERVICE,"GA, USA",Bakery,A. Johnson,EGGS-LG,Eggs Large Grade A - fresh,DZ,51,3.04,155.04,0.0,0.0,10.38,165.42,USD,Net 15
INV-202508-47082,PO-461436,08/12/2025,IMPERIAL DADE,"FL, USA",Bar,J. Brown,AVO-HASS,Avocados Hass,cs,11,28.7,315.7,0.0,0.0,8.61,324.31,USD,Net 15
AP-202512-38219,PO-286313,12/13/2025,Gordon Food Svc,"CO, USA",Banquet,J. Brown,FLOUR-AP,Flour All Purpose chef's line,BG,9,18.91,170.19,0.0,6.76,6.95,183.9,USD,Net 30
BILL-202510-10590,PO-140662,10/10/2025,PERFORMANCE FOODSERVICE,"PA, USA",Bakery,J. Brown,ONION-YEL,Onions Yellow (pack size varied),lb,200.47,0.9,180.42,0.0,0.0,6.17,186.59,USD,Net 7
AP-202507-18523,PO-811501,2025-07-10,Baldor,"NC, USA",Kitchen,A. Johnson,MOZZ-WM,Mozzarella Whole Milk chef's line,Lb,274.03,4.64,1271.5,0.0,0.0,32.7,1304.2,USD,Net 15
AP-202508-58654,PO-302581,2025-08-22,FreshPoint,"WA, USA",Banquet,P. Wilson,MILK-WHL,Milk Whole - fresh,gal,21.41,2.84,60.8,0.0,0.0,2.44,63.24,USD,Due on Receipt
INV-202512-44040,,12/6/2025,Baldor Specialty Foods ,"PA, USA",Housekeeping,J. Brown,GLOVE-M,Nitrile Gloves Medium  ,Case,44,37.0,1628.0,0.0,0.0,15.08,1643.08,USD,Net 30
AP-202502-50338,,2025-02-17,,"CO, USA",Cafe,P. Wilson,POT-RUS,,LB,150.58,0.0,88.84,0.0,0.0,0.0,88.84,USD,Due on Receipt
AP-202505-31210,PO-147885,05/17/2025,,"CA, USA",Housekeeping,M. Carter,LETT-ROM,,Case,20,0.0,374.2,0.0,0.0,0.0,374.2,USD,Due on Receipt
INV-202510-24460,PO-695959,10/22/2025,Local Farm + Garden,"GA, USA",Kitchen,M. Carter,TOM-ROMA,TOMATOES ROMA (PACK SIZE VARIED),CS,41,22.82,935.62,5.63,10.39,26.22,966.6,USD,Due on Receipt
BILL-202501-87417,PO-769141,2025-01-08,Baldor Specialty Foods ,"WA, USA",Banquet,R. Smith,BACON-14,Bacon Sliced 14/18 ct,Lb,17.42,3.85,67.07,0.0,0.0,5.16,72.23,USD,Due on Receipt
BILL-202501-21897,PO-464493,01/13/2025,PFG Cust Dist,"NC, USA",Banquet,L. Davis,BROC-FRZ,Broccoli Florets Frozen,Case,45,22.92,1031.4,0.0,0.0,14.98,1046.38,USD,Net 7
INV-202509-43951,PO-788074,9/23/2025,US Foods - Atlanta,"AZ, USA",Restaurant,P. Wilson,SUGAR-GR,Sugar Granulated,BG,22,20.2,444.4,0.0,4.87,23.37,472.64,USD,Net 15
INV-202512-91082,PO-334669,2025-12-16,Imperial Dade ,"NC, USA",Kitchen,J. Brown,AVO-HASS,Avocados Hass   ,CS,44,49.59,2181.96,7.41,0.0,111.96,2286.51,USD,Net 30
BILL-202501-52277,,1/7/2025,Local Farm & Garden,"OH, USA",Restaurant,A. Johnson,ONION-YEL,Onions Yellow chef's line,LBS,132.29,0.45,59.53,12.68,0.0,0.56,47.41,USD,Net 30
BILL-202506-82540,,06/30/2025,Sysco North Florida ,"AZ, USA",Cafe,L. Davis,AVO-HASS,Avocados Hass chef's line,cs,26,47.76,1241.76,0.0,0.0,13.46,1255.22,USD,Due on Receipt
INV-202507-68928,PO-711158,2025-07-27,Shamrock Foods,"OH, USA",Cafe,P. Wilson,TRASH-55,Trash Bags 55 Gallon chef's line,Case,20,50.97,1019.4,0.0,0.0,22.29,1041.69,USD,Net 7
INV-202512-66887,PO-111527,2025-12-14,Sysco North Florida ,"NY, USA",Bar,L. Davis,EGGS-LG,Eggs Large Grade A   ,DZ,66,2.81,185.46,0.0,0.0,3.05,188.51,USD,Net 7
BILL-202504-84609,PO-948089,4/3/2025,BALDOR SPECIALTY FOODS,"OH, USA",Bakery,M. Carter,OJ-100,Orange Juice 100%,GL,12.11,7.3,88.4,0.0,0.0,2.15,90.55,USD,Net 30
BILL-202510-91482,PO-673825,2025-10-23,Performance FS,"AZ, USA",Bakery,L. Davis,OIL-OLV,Olive Oil Extra Virgin,GAL,56.82,25.99,1476.75,0.0,0.0,83.72,1560.47,USD,Due on Receipt
AP-202506-82809,PO-756481,2025-06-30,BALDOR SPECIALTY FOODS,"TX, USA",Bakery,L. Davis,COFF-HSE,Coffee Beans House Blend (pack size varied),LB,198.47,8.93,1772.34,0.0,0.0,118.89,1891.23,USD,Net 30
BILL-202504-59232,PO-251282,2025-04-04,Restaurant Depot ,"CA, USA",Bakery,M. Carter,CREAM-HVY,Heavy Cream  ,QT,25.03,3.55,88.86,0.0,0.0,3.99,92.85,USD,Net 15
AP-202510-51525,PO-546288,10/31/2025,US FOODS ATLANTA,"NY, USA",Cafe,M. Carter,OIL-OLV,Olive Oil Extra Virgin / chilled,GL,14.33,30.4,435.63,0.0,0.0,20.95,456.58,USD,Net 7
AP-202506-47338,,06/28/2025,Ben E Keith,"IL, USA",Housekeeping,P. Wilson,FRIES-3/8,French Fries 3/8 Straight Cut - fresh,CS,19,22.6,429.4,0.0,0.0,9.73,439.13,USD,Net 15
BILL-202505-28526,PO-187487,5/7/2025,FreshPoint,"IL, USA",Restaurant,L. Davis,CHK-BRST-01,Chicken Breast Boneless Skinless   ,LB,300.08,3.22,966.26,0.0,0.0,60.68,1026.94,USD,Net 15
INV-202509-11056,PO-316636,9/21/2025,PFG,"NC, USA",Housekeeping,J. Brown,CHED-SHD,Cheddar Cheese Shredded,lb,136.44,3.55,484.36,0.0,1.74,24.77,510.87,USD,Net 30
INV-202512-63897,PO-769106,2025-12-16,US FOODS ATL DIV,"NY, USA",Kitchen,A. Johnson,FRIES-3/8,French Fries 3/8 Straight Cut,Case,37,23.95,886.15,0.0,0.0,56.55,942.7,USD,Net 15
INV-202511-17570,PO-752486,2025-11-05,GFS,"TX, USA",Banquet,R. Smith,EGGS-LG,Eggs Large Grade A  ,Dozen,16,1.78,28.48,0.0,0.0,1.18,29.66,USD,Due on Receipt
INV-202511-74391,,11/16/2025,BALDOR SPECIALTY FOODS,"NY, USA",Kitchen,M. Carter,FLOUR-AP,Flour All Purpose  ,BAG,2,14.75,29.5,0.0,0.0,0.14,29.64,USD,Net 15
INV-202512-59550,PO-360621,2025-12-18,Imperial Dade ,"CO, USA",Restaurant,M. Carter,NAPKIN-DN,Napkins Dinner,CS,2,30.52,61.04,0.0,0.0,3.14,64.18,USD,Net 7
BILL-202506-98935,PO-539831,2025-06-30,Local Farm + Garden,"PA, USA",Bakery,L. Davis,BROC-FRZ,Broccoli Florets Frozen chef's line,cs,13,21.34,277.42,0.0,0.0,4.71,282.13,USD,Due on Receipt
AP-202502-58578,PO-308908,2025-02-27,SHAMROCK FOODS CO,"CA, USA",Restaurant,M. Carter,RICE-LG, Long Grain Rice chef's line,BAG,30,15.57,467.1,0.0,4.06,22.59,493.75,USD,Net 30
BILL-202509-12388,PO-719083,9/2/2025,US Foods - Atlanta,"PA, USA",Banquet,A. Johnson,AVO-HASS,Avocados Hass   ,CS,17,31.6,537.2,0.0,0.0,33.16,570.36,USD,Net 7
AP-202511-18281,PO-183166,11/18/2025,FreshPoint,"PA, USA",Bakery,J. Brown,MILK-WHL,Milk Whole  ,GL,29.52,4.15,122.51,0.0,0.0,2.14,124.65,USD,Net 30
AP-202509-65059,PO-351820,09/17/2025,Ben E. Keith Foods ,"WA, USA",Kitchen,P. Wilson,CHK-BRST-01,Chicken Breast Boneless Skinless,Lb,190.08,3.1,589.25,0.0,0.0,35.83,625.08,USD,Net 7
BILL-202506-93611,PO-680510,06/04/2025,IMPERIAL DADE,"OH, USA",Bar,L. Davis,AVO-HASS,Avocados Hass  ,CS,29,32.78,950.62,0.0,0.0,2.74,953.36,USD,Net 15
AP-202510-81341,PO-566666,10/13/2025,Ben E. Keith Foods ,"NC, USA",Cafe,L. Davis,NAPKIN-DN,Napkins Dinner chef's line,CS,23,27.74,638.02,0.0,0.0,16.87,654.89,USD,Net 15
BILL-202507-70794,,7/3/2025,Baldor Specialty Foods ,"TX, USA",Banquet,A. Johnson,LETT-ROM,Lettuce Romaine - fresh,CS,36,27.96,1006.56,0.0,4.07,33.13,1043.76,USD,Net 7
INV-202505-79496,PO-609651,05/05/2025,Ben E Keith,"AZ, USA",Bar,A. Johnson,AVO-HASS,Avocados Hass chef's line,cs,25,32.71,817.75,6.81,0.0,29.59,840.53,USD,Net 7
INV-202505-69813,PO-281284,05/24/2025,Shamrock Foods,"CO, USA",Bar,A. Johnson,CHED-SHD,Cheddar Cheese Shredded,LBS,250.54,4.61,1154.99,0.0,0.0,25.22,1180.21,USD,Net 15
INV-202512-12877,PO-442531,12/30/2025,SYSCO NORTH FLORIDA,"NY, USA",Housekeeping,J. Brown,MILK-WHL,MILK WHOLE  ,GAL,49.83,3.43,170.92,14.0,0.0,7.69,164.61,USD,Net 7
AP-202504-93000,PO-992016,4/2/2025,PFG Customized,"FL, USA",Cafe,R. Smith,TRASH-55,Trash Bags 55 Gallon chef's line,CS,14,32.52,455.28,0.0,0.0,5.5,460.78,USD,Net 7
INV-202512-15310,PO-454391,12/14/2025,FRESHPOINT PRODUCE,"FL, USA",Banquet,J. Brown,CHK-BRST-01,Chicken Breast Boneless Skinless chef's line,Lb,29.15,3.71,108.15,0.0,0.0,3.35,111.5,USD,Net 30
INV-202507-90888,PO-575452,07/21/2025,Gordon Food Svc,"AZ, USA",Banquet,M. Carter,CHK-BRST-01,Chicken Breast Boneless Skinless,Lb,406.66,4.48,1821.84,0.0,0.0,55.81,1877.65,USD,Net 30
AP-202507-17284,PO-647192,7/17/2025,Restaurant Depot ,"CO, USA",Housekeeping,A. Johnson,RICE-LG,Long Grain Rice - fresh,BG,18,26.67,480.06,0.0,0.0,37.79,517.85,USD,Net 30
BILL-202508-85712,PO-116428,2025-08-13,Restaurant Depot ,"WA, USA",Housekeeping,J. Brown,RICE-LG,Long Grain Rice,BAG,16,19.39,310.24,0.0,0.0,5.66,315.9,USD,Net 15
BILL-202502-42352,PO-994621,02/09/2025,Rest Depot,"IL, USA",Bar,P. Wilson,CHED-SHD,Cheddar Cheese Shredded   ,Lb,153.61,4.04,620.58,0.0,7.65,40.6,668.83,USD,Net 7
INV-202501-43665,PO-905031,2025-01-15,PFG,"IL, USA",Restaurant,R. Smith,LETT-ROM,Lettuce Romaine chef's line,CASE,3,19.37,58.11,0.0,8.43,3.68,70.22,USD,Net 30
INV-202506-29432,PO-249313,2025-06-22,BEN E. KEITH FOODS,"WA, USA",Bar,A. Johnson,BRRY-MIX,Mixed Berries Frozen,Case,17,25.17,427.89,0.0,0.0,12.01,439.9,USD,Net 7
BILL-202512-19451,PO-980568,12/09/2025,Local Farm + Garden,"FL, USA",Cafe,L. Davis,MILK-WHL,Milk Whole  ,GAL,40.2,4.28,172.06,0.0,0.0,10.26,182.32,USD,Due on Receipt
INV-202503-96038,PO-665208,2025-03-03,,"AZ, USA",Restaurant,R. Smith,ONION-YEL,,LB,61.33,0.0,30.66,0.0,0.0,0.0,30.66,USD,Net 30
INV-202507-41850,PO-533060,07/05/2025,Imperial Dade Inc,"CA, USA",Kitchen,L. Davis,FLOUR-AP,FLOUR ALL PURPOSE  ,Bag,1,23.68,23.68,0.0,0.0,1.06,24.74,USD,Net 7
INV-202505-42140,PO-278638,5/3/2025,Sysco North Florida ,"WA, USA",Cafe,A. Johnson,FRIES-3/8,French Fries 3/8 Straight Cut,cs,10,24.59,245.9,0.0,4.77,0.45,251.12,USD,Net 30
AP-202507-58804,PO-782982,07/25/2025,Performance FS,"FL, USA",Kitchen,M. Carter,MOZZ-WM,Mozzarella Whole Milk,lb,60.62,3.72,225.51,0.0,0.0,17.51,243.02,USD,Net 15
AP-202510-64909,PO-732796,10/02/2025,PERFORMANCE FOODSERVICE,"AZ, USA",Cafe,R. Smith,SUGAR-GR, Sugar Granulated   ,Bag,36,18.28,658.08,0.0,0.0,50.19,708.27,USD,Net 7
BILL-202502-87034,PO-902280,02/17/2025,Shamrock Foods Co.,"CO, USA",Bar,A. Johnson,ONION-YEL,Onions Yellow (pack size varied),LBS,-171.51,0.97,-166.36,0.0,0.0,9.57,-156.79,USD,Net 30
BILL-202505-78918,PO-295728,5/7/2025,BEN E. KEITH FOODS,"NC, USA",Restaurant,L. Davis,NAPKIN-DN,Napkins Dinner,Case,5,24.06,120.3,0.0,0.0,9.15,129.45,USD,Net 15
BILL-202510-22348,PO-318875,2025-10-05,GFS,"NC, USA",Bakery,J. Brown,CHED-SHD,Cheddar Cheese Shredded (pack size varied),Lb,492.53,4.05,1994.75,0.0,0.0,67.36,2062.11,USD,Net 15
AP-202507-24256,,07/31/2025,SYSCO NORTH FLORIDA,"PA, USA",Restaurant,J. Brown,MOZZ-WM,Mozzarella Whole Milk chef's line,LBS,139.77,4.52,631.76,0.0,0.0,9.53,641.29,USD,Net 7
INV-202512-28355,PO-103314,12/07/2025,PFG CUSTOMIZED DIST,"FL, USA",Restaurant,P. Wilson,LETT-ROM,Lettuce Romaine  ,cs,21,28.73,603.33,0.0,0.0,48.12,651.45,USD,Net 30
INV-202501-59599,PO-263823,2025-01-22,Fresh Point Produce,"NC, USA",Bar,P. Wilson,BACON-14,Bacon Sliced 14/18 ct,lb,160.41,5.87,941.61,0.0,0.0,64.65,1006.26,USD,Net 7
BILL-202506-22344,,2025-06-09,Ben E. Keith Foods ,"WA, USA",Bar,A. Johnson,TOM-ROMA,TOMATOES ROMA CHEF'S LINE,cs,8,21.43,171.44,0.0,0.0,10.33,181.77,USD,Net 15
AP-202508-62656,PO-416742,2025-08-28,SYSCO NORTH FLORIDA,"CA, USA",Housekeeping,M. Carter,BACON-14,BACON SLICED 14/18 CT,LB,336.94,4.25,1431.99,12.46,0.0,110.6,1530.13,USD,Due on Receipt
AP-202512-93595,PO-817178,12/12/2025,BEN E. KEITH FOODS,"AZ, USA",Restaurant,A. Johnson,RICE-LG,Long Grain Rice,BAG,24,28.15,675.6,0.0,0.0,27.0,702.6,USD,Due on Receipt
INV-202509-75046,PO-844782,2025-09-06,Gordon Food Svc,"WA, USA",Kitchen,P. Wilson,CHED-SHD,Cheddar Cheese Shredded - fresh,LB,66.17,4.25,281.22,0.0,0.62,11.61,293.45,USD,Net 15
AP-202505-74562,PO-420309,2025-05-02,Rest Depot,"NY, USA",Bar,P. Wilson,OJ-100,Orange Juice 100% (pack size varied),GAL,63.51,5.9,374.71,0.0,0.0,20.25,394.96,USD,Net 7
INV-202501-81366,PO-708789,2025-01-25,PERFORMANCE FOODSERVICE,"IL, USA",Bar,J. Brown,BROC-FRZ,Broccoli Florets Frozen / chilled,Case,39,21.7,846.3,0.0,0.0,62.01,908.31,USD,Due on Receipt
BILL-202511-35300,PO-618487,2025-11-18,Rest Depot,"IL, USA",Bakery,J. Brown,RICE-LG,Long Grain Rice   ,BAG,31,17.97,557.07,0.0,0.0,13.03,570.1,USD,Net 7
AP-202506-71954,PO-891553,6/15/2025,PFG,"WA, USA",Cafe,A. Johnson,OIL-OLV,Olive Oil Extra Virgin,GL,6.63,22.06,146.26,0.0,0.0,0.11,146.37,USD,Net 30
BILL-202510-96554,PO-202487,2025-10-02,PFG CUSTOMIZED DIST,"AZ, USA",Cafe,P. Wilson,FRIES-3/8,French Fries 3/8 Straight Cut   ,CS,3,18.77,56.31,0.0,0.0,0.38,56.69,USD,Net 30
